bin,Sample,Museum,Species,Sex,Age,Year,Country,Region,Oral.health,GenomeBin,Specific lineage dataset,%Complete (specific),%Complete and single-copy (specific),%Complete and duplicated (specific),%Fragmented (specific),%Missing (specific),Total number (specific),Assembly,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N75,L50,L75,# N's per 100 kbp,# predicted rRNA genes,Unnamed: 32,min,q1,mean,median,q3,max,bin_type,bin_path,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,classification,closest_genome_reference,closest_genome_reference_radius,closest_genome_taxonomy,closest_genome_ani,closest_genome_af,closest_placement_reference,closest_placement_radius,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,other_related_references(genome_id;species_name;radius;ANI;AF),msa_percent,translation_table,red_value,warnings
MEGAHIT-MaxBin2Refined-RM_175.003.fa.gz,RM_175,RMCA,Papio anubis,male,M3,1980,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_175.003.fa.gz,bacteria_odb10,21.8,21.8,0.0,9.7,68.5,124,MEGAHIT-MaxBin2Refined-RM_175.003.fa.gz,484,484,122,22,0,0,1878129,1878129,955630,267709,0,0,484,16462,1878129,32.1,5108,3016,119,237,0.0,0 + 1 part,,0.0,0.10275,0.1977272727272727,0.1465,0.2075,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_175.003.fa.gz,p__Euryarchaeota (UID3),148,188,125,13,171,4,0,0,0,94.47,1.23,25.0,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A sp963082495,GCF_963082495.1,95.0,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A sp963082495,99.07,0.862,,,,,,,ani_screen,classification based on ANI only,,,,,
MEGAHIT-MaxBin2Refined-RM_175.005_sub.fa.gz,RM_175,RMCA,Papio anubis,male,M3,1980,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_175.005_sub.fa.gz,bacteria_odb10,83.9,83.9,0.0,4.8,11.3,124,MEGAHIT-MaxBin2Refined-RM_175.005_sub.fa.gz,396,396,109,39,2,0,1682510,1682510,1030129,562671,55256,0,396,29532,1682510,43.01,6209,3149,76,167,0.0,2 + 0 part,,0.0,0.079,0.1298156565656565,0.1105,0.15125,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_175.005_sub.fa.gz,o__Clostridiales (UID1120),304,247,141,18,218,11,0,0,0,94.73,3.0,27.27,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,80.71,11.0,0.98198,
MEGAHIT-MaxBin2Refined-RM_175.008_sub.fa.gz,RM_175,RMCA,Papio anubis,male,M3,1980,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_175.008_sub.fa.gz,bacteria_odb10,83.1,82.3,0.8,8.9,8.0,124,MEGAHIT-MaxBin2Refined-RM_175.008_sub.fa.gz,604,604,115,21,0,0,2020831,2020831,960125,292306,0,0,604,23823,2020831,45.32,4664,2404,126,280,0.0,0 + 0 part,,0.0,0.08775,0.1474403973509933,0.122,0.169,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_175.008_sub.fa.gz,o__Clostridiales (UID1120),304,250,143,14,227,9,0,0,0,93.1,3.54,22.22,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,80.2,11.0,0.83278,
MEGAHIT-MaxBin2Refined-RM_175.011_sub.fa.gz,RM_175,RMCA,Papio anubis,male,M3,1980,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_175.011_sub.fa.gz,bacteria_odb10,61.3,56.5,4.8,16.9,21.8,124,MEGAHIT-MaxBin2Refined-RM_175.011_sub.fa.gz,1095,1095,104,10,0,0,2755737,2755737,756896,119663,0,0,1095,17831,2755737,62.95,2976,1760,269,573,0.0,0 + 0 part,,0.0,0.083,0.1750566210045662,0.128,0.194,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_175.011_sub.fa.gz,p__Actinobacteria (UID2112),31,211,124,38,151,20,2,0,0,82.58,9.67,57.69,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_F;s__,,,,,,GCF_001189515.2,95.0,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_F;s__Olsenella_F sp001189515,89.61,0.431,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_F;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,60.34,11.0,0.99014,Genome has more than 10.0% of markers with multiple hits
MEGAHIT-MaxBin2Refined-RM_175.014_sub.fa.gz,RM_175,RMCA,Papio anubis,male,M3,1980,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_175.014_sub.fa.gz,bacteria_odb10,85.5,85.5,0.0,8.9,5.6,124,MEGAHIT-MaxBin2Refined-RM_175.014_sub.fa.gz,337,337,136,55,2,0,1909468,1909468,1400198,828969,56176,0,337,29907,1909468,43.29,8653,4836,69,143,0.0,1 + 0 part,,0.0,0.09,0.1602611275964391,0.124,0.157,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_175.014_sub.fa.gz,k__Bacteria (UID2495),2993,143,89,5,133,5,0,0,0,95.44,5.06,0.0,d__Bacteria;p__Elusimicrobiota;c__Endomicrobiia;o__Endomicrobiales;f__Endomicrobiaceae;g__Endomicrobium;s__Endomicrobium sp938040055,GCA_938040055.1,95.0,d__Bacteria;p__Elusimicrobiota;c__Endomicrobiia;o__Endomicrobiales;f__Endomicrobiaceae;g__Endomicrobium;s__Endomicrobium sp938040055,98.93,0.934,,,,,,,ani_screen,classification based on ANI only,,,,,
MEGAHIT-MaxBin2Refined-RM_175.026.fa.gz,RM_175,RMCA,Papio anubis,male,M3,1980,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_175.026.fa.gz,bacteria_odb10,66.9,66.1,0.8,20.2,12.9,124,MEGAHIT-MaxBin2Refined-RM_175.026.fa.gz,977,977,72,10,0,0,2470440,2470440,533897,132430,0,0,977,20130,2470440,57.82,2901,1874,260,528,0.0,1 + 0 part,,0.0,0.091,0.3411402251791197,0.187,0.517,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_175.026.fa.gz,o__Actinomycetales (UID1812),229,457,227,66,362,29,0,0,0,84.02,6.75,27.59,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCA_915275065.1; s__Corynebacterium sp915275065; 95.0; 90.61; 0.466; GCF_011612265.2; s__Corynebacterium matruchotii; 95.0; 90.04; 0.561,66.14,11.0,0.99719,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-RM_175.10.fa.gz,RM_175,RMCA,Papio anubis,male,M3,1980,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_175.10.fa.gz,bacteria_odb10,83.9,83.1,0.8,8.9,7.2,124,MEGAHIT-MetaBAT2Refined-RM_175.10.fa.gz,420,420,215,70,4,0,2739329,2739329,2103383,1091272,116444,0,420,31621,2739329,70.3,8424,5162,101,206,0.0,0 + 0 part,,0.0,0.111,0.2308214285714285,0.168,0.24075,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_175.10.fa.gz,k__Bacteria (UID3187),2258,185,114,9,172,4,0,0,0,95.47,1.56,50.0,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__,,,,,,,,,,,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,88.54,11.0,0.92087,
MEGAHIT-MetaBAT2Refined-RM_175.13.fa.gz,RM_175,RMCA,Papio anubis,male,M3,1980,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_175.13.fa.gz,bacteria_odb10,52.4,52.4,0.0,4.0,43.6,124,MEGAHIT-MetaBAT2Refined-RM_175.13.fa.gz,174,174,100,50,4,0,1424173,1424173,1174075,805587,118438,0,174,37604,1424173,52.85,10578,6551,41,82,0.0,0 + 0 part,,0.0,0.089,0.1333908045977011,0.1165,0.15425,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_175.13.fa.gz,c__Clostridia (UID1118),387,223,124,97,124,2,0,0,0,57.27,1.21,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__JAAZPT01;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__JAAZPT01;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,56.43,11.0,0.95214,
MEGAHIT-MetaBAT2Refined-RM_175.16_sub.fa.gz,RM_175,RMCA,Papio anubis,male,M3,1980,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_175.16_sub.fa.gz,bacteria_odb10,19.4,19.4,0.0,7.3,73.3,124,MEGAHIT-MetaBAT2Refined-RM_175.16_sub.fa.gz,468,468,39,2,0,0,1384458,1384458,258800,27837,0,0,468,17099,1384458,29.26,3227,2265,148,277,0.0,0 + 0 part,,0.0,0.122,0.3236837606837607,0.208,0.382,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_175.16_sub.fa.gz,p__Euryarchaeota (UID3),148,188,125,50,137,1,0,0,0,76.39,0.8,100.0,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A oralis,GCF_001639275.1,95.0,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A oralis,99.52,0.836,,,,,,,ani_screen,classification based on ANI only,,,,,
MEGAHIT-MetaBAT2Refined-RM_175.17.fa.gz,RM_175,RMCA,Papio anubis,male,M3,1980,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_175.17.fa.gz,bacteria_odb10,80.6,78.2,2.4,8.1,11.3,124,MEGAHIT-MetaBAT2Refined-RM_175.17.fa.gz,351,351,182,82,7,0,2594072,2594072,2075740,1342111,233696,0,351,40608,2594072,62.09,10306,5936,78,159,0.0,0 + 0 part,,0.001,0.1005,0.1402079772079772,0.126,0.158,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_175.17.fa.gz,p__Actinobacteria (UID2112),31,211,124,24,184,3,0,0,0,89.17,1.09,33.33,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,84.47,11.0,0.8687,
MEGAHIT-MetaBAT2Refined-RM_175.19.fa.gz,RM_175,RMCA,Papio anubis,male,M3,1980,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_175.19.fa.gz,bacteria_odb10,79.8,79.8,0.0,8.1,12.1,124,MEGAHIT-MetaBAT2Refined-RM_175.19.fa.gz,326,326,96,20,1,0,1431619,1431619,781261,268496,29450,0,326,29450,1431619,47.07,5419,3265,84,170,0.0,0 + 1 part,,0.0,0.084,0.1131042944785276,0.1095,0.13875,0.268,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_175.19.fa.gz,o__Clostridiales (UID1120),304,247,141,31,214,2,0,0,0,81.44,0.78,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Hornefia;s__,,,,,,GCA_938045615.1,95.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Hornefia;s__Hornefia sp938045615,92.7,0.719,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Hornefia;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,82.32,11.0,0.99615,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-RM_175.24.fa.gz,RM_175,RMCA,Papio anubis,male,M3,1980,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_175.24.fa.gz,bacteria_odb10,16.1,15.3,0.8,12.9,71.0,124,MEGAHIT-MetaBAT2Refined-RM_175.24.fa.gz,227,227,111,45,2,0,1471907,1471907,1138874,692611,57467,0,227,30649,1471907,61.37,8819,5099,50,105,0.0,1 + 0 part,,0.031,0.0995,0.1292246696035242,0.121,0.145,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_175.24.fa.gz,p__Euryarchaeota (UID3),148,187,124,19,168,0,0,0,0,88.31,0.0,0.0,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__,,,,,,GCA_028561875.1,95.0,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp028561875,82.46,0.159,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__,taxonomic classification defined by topology and ANI,,,87.97,11.0,0.96145,
MEGAHIT-MetaBAT2Refined-RM_175.27_sub.fa.gz,RM_175,RMCA,Papio anubis,male,M3,1980,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_175.27_sub.fa.gz,bacteria_odb10,75.8,75.8,0.0,8.1,16.1,124,MEGAHIT-MetaBAT2Refined-RM_175.27_sub.fa.gz,594,594,223,50,2,0,3044112,3044112,1969188,762981,59440,0,594,32621,3044112,67.01,6616,3948,146,296,0.0,0 + 0 part,,0.024,0.088,0.1191868686868686,0.114,0.14,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_175.27_sub.fa.gz,o__Actinomycetales (UID1697),387,327,191,49,267,11,0,0,0,84.84,3.0,18.18,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__,,,,,,GCF_900637725.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__Arachnia propionica,93.37,0.756,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCA_937965785.1; s__Arachnia sp937965785; 95.0; 92.05; 0.723; GCF_900607225.1; s__Arachnia massiliensis; 95.0; 91.84; 0.64; GCA_905372155.1; s__Arachnia sp905372155; 95.0; 91.81; 0.635; GCA_938012815.1; s__Arachnia sp938012815; 95.0; 91.11; 0.629; GCA_013333945.2; s__Arachnia sp013333945; 95.0; 88.41; 0.455; GCF_019973735.1; s__Arachnia rubra; 95.0; 83.94; 0.182,70.84,11.0,0.99492,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-RM_175.29.fa.gz,RM_175,RMCA,Papio anubis,male,M3,1980,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_175.29.fa.gz,bacteria_odb10,51.6,51.6,0.0,14.5,33.9,124,MEGAHIT-MetaBAT2Refined-RM_175.29.fa.gz,102,102,55,24,4,0,768641,768641,619027,396550,121704,0,102,34910,768641,38.35,10663,5895,23,48,0.0,0 + 0 part,,0.019,0.0725,0.1150882352941176,0.108,0.151,0.314,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_175.29.fa.gz,k__Bacteria (UID1453),901,171,117,58,109,4,0,0,0,55.56,2.66,25.0,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__PJMF01;g__;s__,,,,,,,,,,,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__PJMF01;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,64.29,11.0,0.90074,
MEGAHIT-MetaBAT2Refined-RM_175.32_sub.fa.gz,RM_175,RMCA,Papio anubis,male,M3,1980,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_175.32_sub.fa.gz,bacteria_odb10,50.8,50.8,0.0,8.9,40.3,124,MEGAHIT-MetaBAT2Refined-RM_175.32_sub.fa.gz,405,405,11,1,0,0,1002249,1002249,74819,11400,0,0,405,11400,1002249,35.46,2442,1895,142,258,0.0,0 + 0 part,,0.0,0.068,0.1550024691358024,0.116,0.18,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_175.32_sub.fa.gz,o__Clostridiales (UID1120),304,249,143,110,139,0,0,0,0,53.67,0.0,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCA_000146855.1; s__Peptoanaerobacter margaretiae; 95.0; 88.28; 0.163; GCA_900167215.1; s__Peptoanaerobacter yurii; 95.0; 87.7; 0.16,49.0,11.0,0.9842,
MEGAHIT-MetaBAT2Refined-RM_175.6.fa.gz,RM_175,RMCA,Papio anubis,male,M3,1980,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_175.6.fa.gz,bacteria_odb10,95.1,90.3,4.8,0.0,4.9,124,MEGAHIT-MetaBAT2Refined-RM_175.6.fa.gz,56,56,48,38,22,7,1434844,1434844,1408390,1322335,1054750,531504,56,143116,1434844,42.85,38077,23490,12,23,0.0,1 + 0 part,,0.079,0.102,0.1108928571428571,0.11,0.1185,0.148,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_175.6.fa.gz,o__Clostridiales (UID1120),304,247,141,10,229,8,0,0,0,94.33,0.86,0.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__,,,,,,,,,,,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,92.27,11.0,0.89292,
MEGAHIT-MetaBAT2Refined-RM_175.7_sub.fa.gz,RM_175,RMCA,Papio anubis,male,M3,1980,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_175.7_sub.fa.gz,bacteria_odb10,72.6,71.8,0.8,10.5,16.9,124,MEGAHIT-MetaBAT2Refined-RM_175.7_sub.fa.gz,549,549,134,18,0,0,2175638,2175638,1008081,219260,0,0,549,18638,2175638,48.25,4705,2905,151,298,0.0,1 + 0 part,,0.0,0.083,0.1511821493624772,0.126,0.178,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_175.7_sub.fa.gz,o__Bacteroidales (UID2621),198,427,260,83,334,10,0,0,0,79.6,2.24,40.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__,,,,,,GCF_001006485.1,95.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella forsythia,93.68,0.789,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_003860135.1; s__Tannerella forsythia_A; 95.0; 88.63; 0.497; GCF_030528505.1; s__Tannerella sp030528505; 95.0; 87.67; 0.455,72.27,11.0,0.99681,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-RM_175.8.fa.gz,RM_175,RMCA,Papio anubis,male,M3,1980,Congo (DR),,,MEGAHIT-MetaBAT2Refined-RM_175.8.fa.gz,bacteria_odb10,66.1,66.1,0.0,8.1,25.8,124,MEGAHIT-MetaBAT2Refined-RM_175.8.fa.gz,43,43,38,27,14,1,825619,825619,810905,728356,522742,63372,43,63372,825619,36.05,30048,17405,10,19,0.0,0 + 1 part,,0.108,0.1395,0.1521395348837209,0.152,0.162,0.204,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-RM_175.8.fa.gz,k__Bacteria (UID1452),924,161,108,40,121,0,0,0,0,67.13,0.0,0.0,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__DUUL01;s__,,,,,,,,,,,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__DUUL01;g__DUUL01;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,76.48,11.0,0.91923,
MEGAHIT-MaxBin2Refined-RM_142.001.fa.gz,RM_142,RMCA,Giraffa camelopardalis,?,M3P4,<1957,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_142.001.fa.gz,bacteria_odb10,82.3,82.3,0.0,13.7,4.0,124,MEGAHIT-MaxBin2Refined-RM_142.001.fa.gz,591,591,240,99,8,0,3481314,3481314,2577130,1593870,249118,0,591,46475,3481314,69.72,8945,4912,115,247,0.0,0 + 0 part,,0.096,0.157,0.170409475465313,0.169,0.182,0.289,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_142.001.fa.gz,f__Actinomycetaceae (UID1531),42,420,211,21,385,13,1,0,0,95.17,4.36,43.75,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_900098745.1; s__Actinomyces glycerinitolerans; 96.88; 88.66; 0.47; GCF_900002405.1; s__Actinomyces succiniciruminis; 95.0; 88.55; 0.463; GCF_900103885.1; s__Actinomyces ruminicola; 95.0; 88.4; 0.497; GCF_002154335.2; s__Actinomyces ruminis; 95.0; 88.05; 0.455; GCF_004798665.1; s__Actinomyces procaprae; 95.0; 87.31; 0.395; GCF_030530635.1; s__Actinomyces sp030530635; 95.0; 86.23; 0.34; GCF_009930875.1; s__Actinomyces sp009930875; 95.0; 86.02; 0.352; GCF_004102025.1; s__Actinomyces qiguomingii; 95.0; 85.36; 0.32,83.52,11.0,0.98596,
MEGAHIT-MaxBin2Refined-RM_142.002.fa.gz,RM_142,RMCA,Giraffa camelopardalis,?,M3P4,<1957,Congo (DR),,,MEGAHIT-MaxBin2Refined-RM_142.002.fa.gz,bacteria_odb10,78.2,78.2,0.0,16.9,4.9,124,MEGAHIT-MaxBin2Refined-RM_142.002.fa.gz,525,525,211,75,9,0,2942692,2942692,2164716,1226625,283625,0,525,46604,2942692,69.2,8275,4741,103,220,0.0,1 + 0 part,,0.083,0.163,0.1881847619047619,0.184,0.206,0.99,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-RM_142.002.fa.gz,o__Actinomycetales (UID1530),622,258,152,23,225,10,0,0,0,90.79,3.4,60.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__,,,,,,GCF_900289195.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium ruminifibrarum,90.28,0.678,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_003666605.1; s__Propionibacterium australiense; 95.0; 91.25; 0.693; GCF_000426605.1; s__Propionibacterium acidifaciens; 95.0; 86.45; 0.359,84.01,11.0,0.9914,Genome not assigned to closest species as it falls outside its pre-defined ANI radius
